,SubjectInfo.subjID,Trials.trialID,absolute_onset,Trials.audio_lag_vs_video_lag,absolute_offset,SubjectInfo.testAge,SubjectInfo.gender,Trials.leftImage,Trials.rightImage,Trials.targetImage,Trials.targetAudio,Trials.trialType,Trials.carrier_onset,Trials.target_onset,Trials.target_offset,Trials.article_length,Trials.order,SubjectInfo.age_at_birth,SubjectInfo.language_list,SubjectInfo.condition_list,Trials.ordinal
0,L7Y4Y6,hard-cheese-butter,2025-01-27 13:49:24.823,396.0,2025-01-27 13:49:32.461,510,m,butter,cheese,cheese,see,hard,2,3.1487480000000003,4.128068000000001,0.168,40,40 or more weeks,en,,25
0,FHRCdd,hard-bulldozer-tractor,2025-01-24 17:33:05.970,49.0,2025-01-24 17:33:13.252,540,m,tractor,bulldozer,bulldozer,find,hard,2,3.163748,4.286515,0.183,40,39 weeks,en ur,,25
0,YLPTX3,hard-turtle-frog,2025-01-29 17:39:42.207,237.0,2025-01-29 17:39:49.693,750,f,frog,turtle,turtle,look_at,hard,2,3.231748,4.211068,0.251,40,37 weeks,en,,25
0,6THVBG,easy-acorn-key-distractor,2025-01-12 15:22:27.737,5.0,2025-01-12 15:22:35.009,510,f,key,acorn,key,see,easy-distractor,2,3.2817480000000003,4.161907,0.301,40,39 weeks,en,,25
0,QGVDBW,easy-snail-cow,2025-01-27 15:00:05.884,543.0,2025-01-27 15:00:13.673,480,m,cow,snail,snail,see,easy,2,3.1087480000000003,3.988907,0.128,40,40 or more weeks,en ru,,25
0,NPV5EF,easy-potato-glasses,2025-01-23 18:04:45.429,4.0,2025-01-23 18:04:52.692,570,m,potato,glasses,potato,find,easy,2,3.222748,4.345515000000001,0.242,40,39 weeks,en hak cmn ru,,25
0,YK3WN6,easy-squirrel-eagle,2025-01-27 22:42:00.640,1.0,2025-01-27 22:42:07.901,720,m,eagle,squirrel,squirrel,where,easy,2,3.090748,4.070068,0.11,40,39 weeks,en,,25
0,CKRG26,hard-cheese-butter,2025-01-26 01:34:05.829,25.0,2025-01-26 01:34:13.299,630,f,cheese,butter,cheese,see,hard,2,3.1487480000000003,4.128068000000001,0.168,40,40 or more weeks,en,,25
0,UQBHFH,hard-acorn-coconut-distractor,2025-01-24 14:14:32.032,4.0,2025-01-24 14:14:39.260,510,f,coconut,acorn,coconut,see,hard-distractor,2,3.258748,4.381515,0.278,40,40 or more weeks,en fr es,,25
0,VcKZT3,easy-cheese-mud,2025-01-28 02:54:20.883,4.0,2025-01-28 02:54:28.156,690,f,cheese,mud,cheese,see,easy,2,3.1487480000000003,4.128068000000001,0.168,40,39 weeks,en,,25
0,QWGKVS,hard-turtle-frog-distractor,2025-01-24 16:57:56.257,85.0,2025-01-24 16:58:03.609,750,m,frog,turtle,frog,see,hard-distractor,2,3.127748,4.007907,0.147,40,39 weeks,en,,25
0,QEKHZQ,hard-turtle-frog,2025-01-26 21:20:08.731,7.0,2025-01-26 21:20:15.976,480,f,turtle,frog,turtle,see,hard,2,3.2497480000000003,4.229068,0.269,40,40 or more weeks,en vi,,25
0,HEYJKC,easy-squirrel-eagle,2025-01-27 14:04:38.256,1.0,2025-01-27 14:04:45.524,600,m,eagle,squirrel,squirrel,see,easy,2,3.127748,4.107068,0.147,40,39 weeks,en,,25
0,d4HUR3,easy-turkey-swan,2025-01-24 02:51:32.305,34.0,2025-01-24 02:51:39.629,480,f,turkey,swan,turkey,find,easy,2,3.2257480000000003,4.205068000000001,0.245,40,39 weeks,en,,25
0,GNXMNQ,easy-turkey-swan,2025-01-24 00:47:47.652,38.0,2025-01-24 00:47:54.940,660,m,turkey,swan,turkey,find,easy,2,3.2257480000000003,4.205068000000001,0.245,40,37 weeks,en te ur,,25
0,TUFKTQ,hard-snail-worm-distractor,2025-01-25 19:05:02.618,216.0,2025-01-25 19:05:10.091,450,f,snail,worm,worm,see,hard-distractor,2,3.182748,4.062907,0.202,40,39 weeks,en,,25
0,BFLJ23,hard-potato-pot-distractor,2025-01-29 21:43:32.437,138.0,2025-01-29 21:43:39.846,450,f,potato,pot,pot,where,hard-distractor,2,3.308748,4.188907,0.328,40,40 or more weeks,en,,25
0,ACW6AZ,hard-turtle-frog,2025-01-26 17:10:20.374,96.0,2025-01-26 17:10:27.748,630,f,frog,turtle,turtle,see,hard,2,3.2497480000000003,4.229068,0.269,40,39 weeks,en egy,,25
0,dKKWAR,easy-turtle-horse-distractor,2025-01-23 19:30:36.904,2.0,2025-01-23 19:30:44.274,450,m,horse,turtle,horse,where,easy-distractor,2,3.149748,4.029907000000001,0.169,40,40 or more weeks,en,,25
0,CLHZRF,hard-cheese-butter-distractor,2025-01-28 15:17:28.152,88.0,2025-01-28 15:17:35.528,570,m,butter,cheese,butter,look_at,hard-distractor,2,3.2607480000000004,4.240068000000001,0.28,40,37 weeks,en it,,25
0,M63GEd,hard-cheese-butter,2025-01-25 18:10:05.855,3.0,2025-01-25 18:10:13.253,660,f,butter,cheese,cheese,where,hard,2,3.146748,4.126068,0.166,40,38 weeks,en,,25
0,FHADJV,easy-bulldozer-orange-distractor,2025-01-29 17:24:42.308,11.0,2025-01-29 17:24:49.598,630,f,orange,bulldozer,orange,look_at,easy-distractor,2,3.175748,4.155068,0.195,40,40 or more weeks,en,,25
0,5QCS4M,easy-bulldozer-orange-distractor,2025-01-25 20:52:46.272,139.0,2025-01-25 20:52:53.668,750,f,orange,bulldozer,orange,see,easy-distractor,2,3.1967480000000004,4.176068000000001,0.216,40,39 weeks,en ko,,25
0,MGVZH3,hard-snail-worm-distractor,2025-01-29 20:05:27.131,255.0,2025-01-29 20:05:34.666,720,f,snail,worm,worm,see,hard-distractor,2,3.182748,4.062907,0.202,40,40 or more weeks,en fr cmn,,25
0,HKHYFS,easy-bulldozer-orange-distractor,2025-01-27 22:56:24.799,29.0,2025-01-27 22:56:32.216,690,f,bulldozer,orange,orange,where,easy-distractor,2,3.175748,4.155068,0.195,40,39 weeks,en,,25
0,ZM4dG6,easy-potato-glasses-distractor,2025-01-29 16:30:00.491,136.0,2025-01-29 16:30:07.915,570,f,glasses,potato,glasses,see,easy-distractor,2,3.1607480000000003,4.140068,0.18,40,37 weeks,en yue,,25
0,UUQJAd,hard-cheese-butter-distractor,2025-01-24 13:30:55.717,178.0,2025-01-24 13:31:03.139,570,f,butter,cheese,butter,look_at,hard-distractor,2,3.2607480000000004,4.240068000000001,0.28,40,38 weeks,en fr,,25
0,XMJ25D,hard-bulldozer-tractor-distractor,2025-01-23 19:48:37.691,42.0,2025-01-23 19:48:44.981,690,m,tractor,bulldozer,tractor,see,hard-distractor,2,3.1647480000000003,4.144068000000001,0.184,40,39 weeks,en,,25
0,cZRGZV,easy-squirrel-eagle-distractor,2025-01-27 01:07:53.455,154.0,2025-01-27 01:08:00.872,630,f,squirrel,eagle,eagle,look_at,easy-distractor,2,3.303748,4.283068,0.323,40,39 weeks,en es,,25
0,QGTESM,hard-cheese-butter-distractor,2025-01-25 17:29:28.763,14.0,2025-01-25 17:29:36.170,630,m,butter,cheese,butter,find,hard-distractor,2,3.234748,4.214068,0.254,40,39 weeks,en,,25
0,R6N65Q,easy-squirrel-eagle,2025-01-27 23:54:48.070,87.0,2025-01-27 23:54:55.395,540,m,squirrel,eagle,squirrel,where,easy,2,3.090748,4.070068,0.11,40,40 or more weeks,en,,25
0,QGVDBW,hard-cheese-butter,2025-01-27 15:00:16.060,489.0,2025-01-27 15:00:23.799,480,m,cheese,butter,cheese,look_at,hard,2,3.146748,4.126068,0.166,41,40 or more weeks,en ru,,26
0,M63GEd,hard-turkey-goat-distractor,2025-01-25 18:10:16.074,16.0,2025-01-25 18:10:23.472,660,f,turkey,goat,goat,see,hard-distractor,2,3.167748,4.047907,0.187,41,38 weeks,en,,26
0,GNXMNQ,easy-snail-cow,2025-01-24 00:47:56.118,61.0,2025-01-24 00:48:03.420,660,m,snail,cow,snail,look_at,easy,2,3.1367480000000003,4.016907000000001,0.156,41,37 weeks,en te ur,,26
0,QWGKVS,easy-bulldozer-orange-distractor,2025-01-24 16:58:04.379,71.0,2025-01-24 16:58:11.728,750,m,bulldozer,orange,orange,where,easy-distractor,2,3.175748,4.155068,0.195,41,39 weeks,en,,26
0,HEYJKC,easy-turkey-swan,2025-01-27 14:04:46.492,106.0,2025-01-27 14:04:53.864,600,m,swan,turkey,turkey,where,easy,2,3.224748,4.2040679999999995,0.244,41,39 weeks,en,,26
0,MGVZH3,hard-acorn-coconut,2025-01-29 20:05:36.638,267.0,2025-01-29 20:05:44.156,720,f,acorn,coconut,acorn,find,hard,2,3.216748,4.196068,0.236,41,40 or more weeks,en fr cmn,,26
0,ACW6AZ,hard-acorn-coconut-distractor,2025-01-26 17:10:30.301,88.0,2025-01-26 17:10:37.669,630,f,acorn,coconut,coconut,look_at,hard-distractor,2,3.271748,4.394515,0.291,41,39 weeks,en egy,,26
0,L7Y4Y6,hard-potato-pot-distractor,2025-01-27 13:49:33.345,352.0,2025-01-27 13:49:41.412,510,m,pot,potato,pot,find,hard-distractor,2,3.238748,4.118907,0.258,41,40 or more weeks,en,,26
0,CLHZRF,easy-squirrel-eagle-distractor,2025-01-28 15:17:40.326,87.0,2025-01-28 15:17:47.689,570,m,eagle,squirrel,eagle,see,easy-distractor,2,3.283748,4.2630680000000005,0.303,41,37 weeks,en it,,26
0,dKKWAR,easy-squirrel-eagle,2025-01-23 19:30:46.655,3.0,2025-01-23 19:30:54.055,450,m,squirrel,eagle,squirrel,find,easy,2,3.127748,4.107068,0.147,41,40 or more weeks,en,,26
0,UQBHFH,easy-cheese-mud-distractor,2025-01-24 14:14:41.146,113.0,2025-01-24 14:14:48.540,510,f,mud,cheese,mud,where,easy-distractor,2,3.135748,4.015907,0.155,41,40 or more weeks,en fr es,,26
0,6THVBG,hard-snail-worm,2025-01-12 15:22:37.125,1.0,2025-01-12 15:22:44.388,510,f,snail,worm,snail,where,hard,2,3.1367480000000003,4.016907000000001,0.156,41,39 weeks,en,,26
0,HKHYFS,easy-snail-cow-distractor,2025-01-27 22:56:33.549,27.0,2025-01-27 22:56:40.957,690,f,snail,cow,cow,see,easy-distractor,2,3.1847480000000004,4.064907000000001,0.204,41,39 weeks,en,,26
0,cZRGZV,easy-potato-glasses,2025-01-27 01:08:02.032,1.0,2025-01-27 01:08:09.281,630,f,glasses,potato,potato,see,easy,2,3.222748,4.345515000000001,0.242,41,39 weeks,en es,,26
0,FHADJV,hard-snail-worm-distractor,2025-01-29 17:24:52.837,10.0,2025-01-29 17:25:00.118,630,f,snail,worm,worm,find,hard-distractor,2,3.182748,4.062907,0.202,41,40 or more weeks,en,,26
0,d4HUR3,hard-acorn-coconut-distractor,2025-01-24 02:51:41.180,298.0,2025-01-24 02:51:48.729,480,f,acorn,coconut,coconut,where,hard-distractor,2,3.271748,4.394515,0.291,41,39 weeks,en,,26
0,QGTESM,easy-bulldozer-orange,2025-01-25 17:29:37.823,10.0,2025-01-25 17:29:45.181,630,m,bulldozer,orange,bulldozer,look_at,easy,2,3.210748,4.333515,0.23,41,39 weeks,en,,26
0,UUQJAd,easy-acorn-key-distractor,2025-01-24 13:31:04.712,163.0,2025-01-24 13:31:12.119,570,f,key,acorn,key,see,easy-distractor,2,3.2817480000000003,4.161907,0.301,41,38 weeks,en fr,,26
0,BFLJ23,hard-bulldozer-tractor,2025-01-29 21:43:41.433,113.0,2025-01-29 21:43:48.826,450,f,tractor,bulldozer,bulldozer,find,hard,2,3.163748,4.286515,0.183,41,40 or more weeks,en,,26
0,ZM4dG6,hard-cheese-butter-distractor,2025-01-29 16:30:08.758,159.0,2025-01-29 16:30:16.203,570,f,cheese,butter,butter,look_at,hard-distractor,2,3.2607480000000004,4.240068000000001,0.28,41,37 weeks,en yue,,26
0,5QCS4M,easy-turtle-horse-distractor,2025-01-25 20:52:57.045,148.0,2025-01-25 20:53:04.468,750,f,horse,turtle,horse,find,easy-distractor,2,3.175748,4.055907,0.195,41,39 weeks,en ko,,26
0,YLPTX3,hard-snail-worm,2025-01-29 17:39:50.490,851.0,2025-01-29 17:39:58.593,750,f,snail,worm,snail,see,hard,2,3.1087480000000003,3.988907,0.128,41,37 weeks,en,,26
0,NPV5EF,easy-bulldozer-orange-distractor,2025-01-23 18:04:54.767,3.0,2025-01-23 18:05:02.032,570,m,bulldozer,orange,orange,see,easy-distractor,2,3.1967480000000004,4.176068000000001,0.216,41,39 weeks,en hak cmn ru,,26
0,QEKHZQ,hard-cheese-butter,2025-01-26 21:20:21.904,2.0,2025-01-26 21:20:29.176,480,f,butter,cheese,cheese,find,hard,2,3.1487480000000003,4.128068000000001,0.168,41,40 or more weeks,en vi,,26
0,VcKZT3,hard-snail-worm,2025-01-28 02:54:29.734,6.0,2025-01-28 02:54:37.015,690,f,snail,worm,snail,look_at,hard,2,3.1367480000000003,4.016907000000001,0.156,41,39 weeks,en,,26
0,XMJ25D,easy-turtle-horse,2025-01-23 19:48:46.812,24.0,2025-01-23 19:48:54.082,690,m,turtle,horse,turtle,look_at,easy,2,3.231748,4.211068,0.251,41,39 weeks,en,,26
0,R6N65Q,easy-potato-glasses-distractor,2025-01-27 23:55:00.621,88.0,2025-01-27 23:55:07.974,540,m,glasses,potato,glasses,see,easy-distractor,2,3.1607480000000003,4.140068,0.18,41,40 or more weeks,en,,26
0,FHRCdd,easy-cheese-mud-distractor,2025-01-24 17:33:17.043,169.0,2025-01-24 17:33:24.452,540,m,mud,cheese,mud,where,easy-distractor,2,3.135748,4.015907,0.155,41,39 weeks,en ur,,26
0,YK3WN6,hard-snail-worm,2025-01-27 22:42:09.940,1.0,2025-01-27 22:42:17.200,720,m,snail,worm,snail,see,hard,2,3.1087480000000003,3.988907,0.128,41,39 weeks,en,,26
0,CKRG26,hard-acorn-coconut,2025-01-26 01:34:15.839,274.0,2025-01-26 01:34:23.505,630,f,acorn,coconut,acorn,find,hard,2,3.216748,4.196068,0.236,41,40 or more weeks,en,,26
0,TUFKTQ,hard-acorn-coconut,2025-01-25 19:05:12.054,2.0,2025-01-25 19:05:19.350,450,f,acorn,coconut,acorn,look_at,hard,2,3.1567480000000003,4.136068,0.176,41,39 weeks,en,,26
0,ACW6AZ,hard-bulldozer-tractor-distractor,2025-01-26 17:10:40.786,198.0,2025-01-26 17:10:48.249,630,f,bulldozer,tractor,tractor,where,hard-distractor,2,3.1727480000000003,4.152068,0.192,42,39 weeks,en egy,,27
0,ZM4dG6,easy-squirrel-eagle,2025-01-29 16:30:17.290,1.0,2025-01-29 16:30:24.577,570,f,eagle,squirrel,squirrel,where,easy,2,3.090748,4.070068,0.11,42,37 weeks,en yue,,27
0,dKKWAR,hard-acorn-coconut,2025-01-23 19:30:56.427,1.0,2025-01-23 19:31:03.796,450,m,coconut,acorn,acorn,look_at,hard,2,3.1567480000000003,4.136068,0.176,42,40 or more weeks,en,,27
0,QEKHZQ,easy-turkey-swan,2025-01-26 21:20:34.982,1.0,2025-01-26 21:20:42.256,480,f,swan,turkey,turkey,look_at,easy,2,3.224748,4.2040679999999995,0.244,42,40 or more weeks,en vi,,27
0,FHRCdd,hard-acorn-coconut,2025-01-24 17:33:27.692,191.0,2025-01-24 17:33:35.142,540,m,acorn,coconut,acorn,see,hard,2,3.216748,4.196068,0.236,42,39 weeks,en ur,,27
0,HEYJKC,hard-acorn-coconut,2025-01-27 14:04:54.894,101.0,2025-01-27 14:05:02.274,600,m,acorn,coconut,acorn,find,hard,2,3.216748,4.196068,0.236,42,39 weeks,en,,27
0,FHADJV,easy-turkey-swan,2025-01-29 17:25:03.308,7.0,2025-01-29 17:25:10.590,630,f,swan,turkey,turkey,see,easy,2,3.2257480000000003,4.205068000000001,0.245,42,40 or more weeks,en,,27
0,QGTESM,easy-squirrel-eagle-distractor,2025-01-25 17:29:46.702,14.0,2025-01-25 17:29:54.097,630,m,eagle,squirrel,eagle,where,easy-distractor,2,3.303748,4.283068,0.323,42,39 weeks,en,,27
0,XMJ25D,easy-cheese-mud-distractor,2025-01-23 19:48:55.942,26.0,2025-01-23 19:49:03.222,690,m,cheese,mud,mud,where,easy-distractor,2,3.135748,4.015907,0.155,42,39 weeks,en,,27
0,NPV5EF,hard-acorn-coconut-distractor,2025-01-23 18:05:04.517,2.0,2025-01-23 18:05:11.792,570,m,coconut,acorn,coconut,look_at,hard-distractor,2,3.271748,4.394515,0.291,42,39 weeks,en hak cmn ru,,27
0,L7Y4Y6,easy-snail-cow,2025-01-27 13:49:42.639,348.0,2025-01-27 13:49:50.212,510,m,cow,snail,snail,where,easy,2,3.1367480000000003,4.016907000000001,0.156,42,40 or more weeks,en,,27
0,cZRGZV,hard-bulldozer-tractor,2025-01-27 01:08:10.419,165.0,2025-01-27 01:08:17.850,630,f,bulldozer,tractor,bulldozer,where,hard,2,3.210748,4.333515,0.23,42,39 weeks,en es,,27
0,QWGKVS,easy-potato-glasses-distractor,2025-01-24 16:58:12.575,4.0,2025-01-24 16:58:19.849,750,m,glasses,potato,glasses,find,easy-distractor,2,3.1607480000000003,4.140068,0.18,42,39 weeks,en,,27
0,HKHYFS,hard-turtle-frog-distractor,2025-01-27 22:56:42.262,31.0,2025-01-27 22:56:49.656,690,f,frog,turtle,frog,look_at,hard-distractor,2,3.182748,4.062907,0.202,42,39 weeks,en,,27
0,R6N65Q,easy-acorn-key-distractor,2025-01-27 23:55:15.431,5.0,2025-01-27 23:55:22.694,540,m,key,acorn,key,find,easy-distractor,2,3.2817480000000003,4.161907,0.301,42,40 or more weeks,en,,27
0,YLPTX3,hard-acorn-coconut-distractor,2025-01-29 17:39:59.355,324.0,2025-01-29 17:40:06.933,750,f,acorn,coconut,coconut,find,hard-distractor,2,3.258748,4.381515,0.278,42,37 weeks,en,,27
0,VcKZT3,easy-turkey-swan,2025-01-28 02:54:38.595,6.0,2025-01-28 02:54:45.876,690,f,turkey,swan,turkey,find,easy,2,3.2257480000000003,4.205068000000001,0.245,42,39 weeks,en,,27
0,d4HUR3,hard-cheese-butter,2025-01-24 02:51:50.707,251.0,2025-01-24 02:51:58.206,480,f,butter,cheese,cheese,see,hard,2,3.1487480000000003,4.128068000000001,0.168,42,39 weeks,en,,27
0,BFLJ23,easy-turtle-horse-distractor,2025-01-29 21:43:50.446,97.0,2025-01-29 21:43:57.806,450,f,horse,turtle,horse,look_at,easy-distractor,2,3.149748,4.029907000000001,0.169,42,40 or more weeks,en,,27
0,UQBHFH,easy-turtle-horse-distractor,2025-01-24 14:14:50.377,38.0,2025-01-24 14:14:57.670,510,f,turtle,horse,horse,look_at,easy-distractor,2,3.149748,4.029907000000001,0.169,42,40 or more weeks,en fr es,,27
0,UUQJAd,hard-turtle-frog,2025-01-24 13:31:13.773,174.0,2025-01-24 13:31:21.189,570,f,turtle,frog,turtle,find,hard,2,3.2497480000000003,4.229068,0.269,42,38 weeks,en fr,,27
0,QGVDBW,easy-turkey-swan-distractor,2025-01-27 15:00:26.864,458.0,2025-01-27 15:00:34.577,480,m,turkey,swan,swan,where,easy-distractor,2,3.145748,4.025907,0.165,42,40 or more weeks,en ru,,27
0,CKRG26,hard-squirrel-monkey-distractor,2025-01-26 01:34:26.472,182.0,2025-01-26 01:34:34.011,630,f,monkey,squirrel,monkey,look_at,hard-distractor,2,3.114748,4.094068,0.134,42,40 or more weeks,en,,27
0,5QCS4M,hard-turkey-goat,2025-01-25 20:53:07.907,9.0,2025-01-25 20:53:15.198,750,f,turkey,goat,turkey,where,hard,2,3.224748,4.2040679999999995,0.244,42,39 weeks,en ko,,27
0,GNXMNQ,hard-acorn-coconut-distractor,2025-01-24 00:48:04.543,65.0,2025-01-24 00:48:11.860,660,m,acorn,coconut,coconut,where,hard-distractor,2,3.271748,4.394515,0.291,42,37 weeks,en te ur,,27
0,M63GEd,hard-potato-pot-distractor,2025-01-25 18:10:26.324,12.0,2025-01-25 18:10:33.728,660,f,potato,pot,pot,find,hard-distractor,2,3.238748,4.118907,0.258,42,38 weeks,en,,27
0,YK3WN6,hard-bulldozer-tractor-distractor,2025-01-27 22:42:19.179,36.0,2025-01-27 22:42:26.461,720,m,tractor,bulldozer,tractor,look_at,hard-distractor,2,3.1727480000000003,4.152068,0.192,42,39 weeks,en,,27
0,CLHZRF,hard-turtle-frog,2025-01-28 15:17:51.708,84.0,2025-01-28 15:17:59.069,570,m,turtle,frog,turtle,where,hard,2,3.231748,4.211068,0.251,42,37 weeks,en it,,27
0,6THVBG,easy-squirrel-eagle,2025-01-12 15:22:46.550,3.0,2025-01-12 15:22:53.798,510,f,squirrel,eagle,squirrel,find,easy,2,3.127748,4.107068,0.147,42,39 weeks,en,,27
0,MGVZH3,easy-cheese-mud,2025-01-29 20:05:45.980,313.0,2025-01-29 20:05:53.567,720,f,cheese,mud,cheese,where,easy,2,3.146748,4.126068,0.166,42,40 or more weeks,en fr cmn,,27
0,TUFKTQ,hard-cheese-butter-distractor,2025-01-25 19:05:21.330,3.0,2025-01-25 19:05:28.609,450,f,butter,cheese,butter,where,hard-distractor,2,3.2607480000000004,4.240068000000001,0.28,42,39 weeks,en,,27
0,dKKWAR,easy-cheese-mud,2025-01-23 19:31:06.039,3.0,2025-01-23 19:31:13.616,450,m,mud,cheese,cheese,see,easy,2,3.1487480000000003,4.128068000000001,0.168,43,40 or more weeks,en,,28
0,R6N65Q,easy-snail-cow-distractor,2025-01-27 23:55:27.289,116.0,2025-01-27 23:55:34.664,540,m,snail,cow,cow,look_at,easy-distractor,2,3.1607480000000003,4.040907000000001,0.18,43,40 or more weeks,en,,28
0,UUQJAd,easy-potato-glasses-distractor,2025-01-24 13:31:23.261,162.0,2025-01-24 13:31:30.660,570,f,glasses,potato,glasses,where,easy-distractor,2,3.1207480000000003,4.100068,0.14,43,38 weeks,en fr,,28
0,BFLJ23,easy-snail-cow-distractor,2025-01-29 21:43:59.409,98.0,2025-01-29 21:44:06.787,450,f,snail,cow,cow,see,easy-distractor,2,3.1847480000000004,4.064907000000001,0.204,43,40 or more weeks,en,,28
0,d4HUR3,hard-squirrel-monkey,2025-01-24 02:51:59.642,285.0,2025-01-24 02:52:07.186,480,f,monkey,squirrel,squirrel,look_at,hard,2,3.090748,4.070068,0.11,43,39 weeks,en,,28
0,CKRG26,easy-turkey-swan,2025-01-26 01:34:36.474,350.0,2025-01-26 01:34:44.227,630,f,swan,turkey,turkey,where,easy,2,3.224748,4.2040679999999995,0.244,43,40 or more weeks,en,,28
0,TUFKTQ,hard-bulldozer-tractor-distractor,2025-01-25 19:05:30.503,219.0,2025-01-25 19:05:37.995,450,f,bulldozer,tractor,tractor,find,hard-distractor,2,3.1647480000000003,4.144068000000001,0.184,43,39 weeks,en,,28
0,YK3WN6,hard-potato-pot,2025-01-27 22:42:28.506,33.0,2025-01-27 22:42:35.781,720,m,potato,pot,potato,find,hard,2,3.222748,4.345515000000001,0.242,43,39 weeks,en,,28
0,cZRGZV,hard-snail-worm-distractor,2025-01-27 01:08:18.981,183.0,2025-01-27 01:08:26.410,630,f,worm,snail,worm,find,hard-distractor,2,3.182748,4.062907,0.202,43,39 weeks,en es,,28
0,ACW6AZ,hard-potato-pot,2025-01-26 17:10:51.567,174.0,2025-01-26 17:10:58.999,630,f,pot,potato,potato,find,hard,2,3.222748,4.345515000000001,0.242,43,39 weeks,en egy,,28
0,MGVZH3,easy-turkey-swan-distractor,2025-01-29 20:05:55.611,319.0,2025-01-29 20:06:03.207,720,f,swan,turkey,swan,look_at,easy-distractor,2,3.145748,4.025907,0.165,43,40 or more weeks,en fr cmn,,28
0,FHRCdd,easy-squirrel-eagle,2025-01-24 17:33:40.614,66.0,2025-01-24 17:33:47.942,540,m,eagle,squirrel,squirrel,look_at,easy,2,3.090748,4.070068,0.11,43,39 weeks,en ur,,28
0,CLHZRF,hard-bulldozer-tractor,2025-01-28 15:18:02.375,112.0,2025-01-28 15:18:09.780,570,m,tractor,bulldozer,bulldozer,find,hard,2,3.163748,4.286515,0.183,43,37 weeks,en it,,28
0,NPV5EF,hard-cheese-butter,2025-01-23 18:05:13.999,3.0,2025-01-23 18:05:21.275,570,m,cheese,butter,cheese,where,hard,2,3.146748,4.126068,0.166,43,39 weeks,en hak cmn ru,,28
0,HEYJKC,easy-snail-cow,2025-01-27 14:05:03.262,107.0,2025-01-27 14:05:10.634,600,m,snail,cow,snail,look_at,easy,2,3.1367480000000003,4.016907000000001,0.156,43,39 weeks,en,,28
0,QGTESM,hard-turtle-frog,2025-01-25 17:29:55.671,11.0,2025-01-25 17:30:03.111,630,m,frog,turtle,turtle,see,hard,2,3.2497480000000003,4.229068,0.269,43,39 weeks,en,,28
0,L7Y4Y6,hard-bulldozer-tractor-distractor,2025-01-27 13:49:51.304,368.0,2025-01-27 13:49:58.912,510,m,bulldozer,tractor,tractor,look_at,hard-distractor,2,3.1727480000000003,4.152068,0.192,43,40 or more weeks,en,,28
0,HKHYFS,hard-cheese-butter-distractor,2025-01-27 22:56:51.654,7.0,2025-01-27 22:56:59.256,690,f,cheese,butter,butter,find,hard-distractor,2,3.234748,4.214068,0.254,43,39 weeks,en,,28
0,QWGKVS,easy-cheese-mud,2025-01-24 16:58:20.645,149.0,2025-01-24 16:58:28.068,750,m,mud,cheese,cheese,look_at,easy,2,3.146748,4.126068,0.166,43,39 weeks,en,,28
0,ZM4dG6,easy-snail-cow,2025-01-29 16:30:25.282,148.0,2025-01-29 16:30:32.718,570,f,snail,cow,snail,find,easy,2,3.1087480000000003,3.988907,0.128,43,37 weeks,en yue,,28
0,6THVBG,hard-turkey-goat-distractor,2025-01-12 15:22:56.221,343.0,2025-01-12 15:23:03.808,510,f,turkey,goat,goat,look_at,hard-distractor,2,3.183748,4.063907,0.203,43,39 weeks,en,,28
0,VcKZT3,hard-acorn-coconut-distractor,2025-01-28 02:54:47.560,5.0,2025-01-28 02:54:54.856,690,f,coconut,acorn,coconut,where,hard-distractor,2,3.271748,4.394515,0.291,43,39 weeks,en,,28
0,XMJ25D,hard-squirrel-monkey,2025-01-23 19:49:05.442,3.0,2025-01-23 19:49:12.722,690,m,squirrel,monkey,squirrel,find,hard,2,3.127748,4.107068,0.147,43,39 weeks,en,,28
0,YLPTX3,easy-bulldozer-orange,2025-01-29 17:40:07.717,264.0,2025-01-29 17:40:15.233,750,f,bulldozer,orange,bulldozer,where,easy,2,3.210748,4.333515,0.23,43,37 weeks,en,,28
0,QGVDBW,hard-turtle-frog,2025-01-27 15:00:37.153,529.0,2025-01-27 15:00:44.939,480,m,frog,turtle,turtle,find,hard,2,3.2497480000000003,4.229068,0.269,43,40 or more weeks,en ru,,28
0,GNXMNQ,hard-squirrel-monkey,2025-01-24 00:48:13.041,5.0,2025-01-24 00:48:20.321,660,m,monkey,squirrel,squirrel,see,hard,2,3.127748,4.107068,0.147,43,37 weeks,en te ur,,28
0,M63GEd,hard-acorn-coconut-distractor,2025-01-25 18:10:36.606,7.0,2025-01-25 18:10:44.024,660,f,acorn,coconut,coconut,look_at,hard-distractor,2,3.271748,4.394515,0.291,43,38 weeks,en,,28
0,UQBHFH,hard-potato-pot-distractor,2025-01-24 14:14:59.830,63.0,2025-01-24 14:15:08.684,510,f,pot,potato,pot,find,hard-distractor,2,3.238748,4.118907,0.258,43,40 or more weeks,en fr es,,28
0,QEKHZQ,easy-squirrel-eagle-distractor,2025-01-26 21:20:48.090,2.0,2025-01-26 21:20:55.356,480,f,squirrel,eagle,eagle,where,easy-distractor,2,3.303748,4.283068,0.323,43,40 or more weeks,en vi,,28
0,5QCS4M,hard-cheese-butter,2025-01-25 20:53:18.616,142.0,2025-01-25 20:53:26.019,750,f,cheese,butter,cheese,look_at,hard,2,3.146748,4.126068,0.166,43,39 weeks,en ko,,28
